Plaintext,Ciphertext,CipherType
The rain stopped just in time for the picnic,Tr p t erech ansopdjs ntm o h inceiteuiiftpi,rail_fence
The rain stopped just in time for the picnic,10011 00111 00100 10001 00000 01000 01101 10010 10011 01110 01111 01111 00100 00011 01001 10100 10010 10011 01000 01101 10011 01000 01100 00100 00101 01110 10001 10011 00111 00100 01111 01000 00010 01101 01000 00010,bacon
Her heart raced as she opened the door,Zwj zwsjl jsuwv sk kzw ghwfwv lzw vggj,caesar
Her heart raced as she opened the door,SZG SZVGB GVOZK VU USZ LFZPZK BSZ KLLG,substitution
Her heart raced as she opened the door,rood eht denepo ehs sa decar traeh reH,transposition
Her heart raced as she opened the door,ZIT YITJX TRGXV EU JLX GTGEIW LLG USHJ,vigenere
Her heart raced as she opened the door,SVI SVZIG IZXVW ZH HSV LKVMVW GSV WLLI,atbash
Her heart raced as she opened the door,RCP RCIPZ PISCX IU URC AFCVCX ZRC XAAP,affine
Her heart raced as she opened the door,GYAFYDFKDBDOABQZGYYSDUDGVFDGWZBT,playfair
Her heart raced as she opened the door,Hhtcahpdeoe er ae sseoee h orrard  ntd,rail_fence
Her heart raced as she opened the door,00111 00100 10001 00111 00100 00000 10001 10011 10001 00000 00010 00100 00011 00000 10010 10010 00111 00100 01110 01111 00100 01101 00100 00011 10011 00111 00100 00011 01110 01110 10001,bacon
The birds chirped merrily in the trees,Sgd ahqcr bghqodc ldqqhkx hm sgd sqddr,caesar
The birds chirped merrily in the trees,LUJ FAXOP SUAXZJO MJXXAWQ AN LUJ LXJJP,substitution
The birds chirped merrily in the trees,seert eht ni ylirrem deprihc sdrib ehT,transposition
The birds chirped merrily in the trees,LLG SMKVW EYMKHIF DIKJMNP MG LLG KVXWW,vigenere
The birds chirped merrily in the trees,GSV YRIWH XSRIKVW NVIIROB RM GSV GIVVH,atbash
The birds chirped merrily in the trees,ZRC NWPXU SRWPFCX QCPPWLY WV ZRC ZPCCU,affine
The birds chirped merrily in the trees,VFWDFBCNALFBNYRNKDBFHOGQVFKUDKON,playfair
The birds chirped merrily in the trees,Tbsidry  eh id hre erl ntetesercpmiihr,rail_fence
The birds chirped merrily in the trees,10011 00111 00100 00001 01000 10001 00011 10010 00010 00111 01000 10001 01111 00100 00011 01100 00100 10001 10001 01000 01011 11000 01000 01101 10011 00111 00100 10011 10001 00100 00100 10010,bacon
"He looked up at the sky, lost in thought","Mj qttpji zu fy ymj xpd, qtxy ns ymtzlmy",caesar
"He looked up at the sky, lost in thought","ZA RKKPAT GF QI IZA MPE, RKMI UB IZKGSZI",substitution
"He looked up at the sky, lost in thought","thguoht ni tsol ,yks eht ta pu dekool eH",transposition
"He looked up at the sky, lost in thought","ZI NFSDWH WG EM LLG JOR, DSUK MG LLQLKAL",vigenere
"He looked up at the sky, lost in thought","SV OLLPVW FK ZG GSV HPB, OLHG RM GSLFTSG",atbash
"He looked up at the sky, lost in thought","RC LAAGCX EF IZ ZRC UGY, LAUZ WV ZRAEMRZ",affine
"He looked up at the sky, lost in thought",GYSCKEDGVNRVVFONEWSCMZGQVFEZHIUZ,playfair
"He looked up at the sky, lost in thought","Hod ts t ueloe pa h k,ls ntogt kuteyoihh",rail_fence
"He looked up at the sky, lost in thought",00111 00100 01011 01110 01110 01010 00100 00011 10100 01111 00000 10011 10011 00111 00100 10010 01010 11000 01011 01110 10010 10011 01000 01101 10011 00111 01110 10100 00110 00111 10011,bacon
The house was full of memories,Iwt wdjht lph ujaa du btbdgxth,caesar
The house was full of memories,GBV BIOSV EPS LORR IL ZVZICWVS,substitution
The house was full of memories,seiromem fo lluf saw esuoh ehT,transposition
The house was full of memories,VVH LQIVI YOV JWZO SH AHQQFLIU,vigenere
The house was full of memories,GSV SLFHV DZH UFOO LU NVNLIRVH,atbash
The house was full of memories,ZRC RAEUC OIU HELL AH QCQAPWCU,affine
The house was full of memories,VFYGEZNOYBMLZGSCMTKNKCGWQZ,playfair
The house was full of memories,Theslfmeh os a ulo eoiseuwf mr,rail_fence
The house was full of memories,10011 00111 00100 00111 01110 10100 10010 00100 10110 00000 10010 00101 10100 01011 01011 01110 00101 01100 00100 01100 01110 10001 01000 00100 10010,bacon
She smiled as she picked up the letter,Peb pjfiba xp peb mfzhba rm qeb ibqqbo,caesar
She smiled as she picked up the letter,PDA PBXQAS CP PDA NXKWAS LN FDA QAFFAO,substitution
She smiled as she picked up the letter,rettel eht pu dekcip ehs sa delims ehS,transposition
She smiled as she picked up the letter,KLG JQBDIF RW LZI RZGDWH WG XAW PGKXXJ,vigenere
She smiled as she picked up the letter,HSV HNROVW ZH HSV KRXPVW FK GSV OVGGVI,atbash
She smiled as she picked up the letter,URC UQWLCX IU URC FWSGCX EF ZRC LCZZCP,affine
She smiled as she picked up the letter,PLONQFGOABQZGYQHRODGVNVFOGKUUKBT,playfair
She smiled as she picked up the letter,Ssesec tleh mlda h ikdu h etrei spepet,rail_fence
She smiled as she picked up the letter,10010 00111 00100 10010 01100 01000 01011 00100 00011 00000 10010 10010 00111 00100 01111 01000 00010 01010 00100 00011 10100 01111 10011 00111 00100 01011 00100 10011 10011 00100 10001,bacon
The old tree was a symbol of strength,Wkh rog wuhh zdv d vbpero ri vwuhqjwk,caesar
The old tree was a symbol of strength,TBA PMG TLAA YRS R SWUZPM PV STLAEJTB,substitution
The old tree was a symbol of strength,htgnerts fo lobmys a saw eert dlo ehT,transposition
The old tree was a symbol of strength,DLC YPB DVCO AYC E QIQZYP MP WRBILQXF,vigenere
The old tree was a symbol of strength,GSV LOW GIVV DZH Z HBNYLO LU HGIVMTGS,atbash
The old tree was a symbol of strength,ZRC ALX ZPCC OIU I UYQNAL AH UZPCVMZR,affine
The old tree was a symbol of strength,VFYKGCKFWUYBPCPOQRCSKLMZDKUNVF,playfair
The old tree was a symbol of strength,Tot  yl ehh l rewsasmo fsrntedea botg,rail_fence
The old tree was a symbol of strength,10011 00111 00100 01110 01011 00011 10011 10001 00100 00100 10110 00000 10010 00000 10010 11000 01100 00001 01110 01011 01110 00101 10010 10011 10001 00100 01101 00110 10011 00111,bacon
The mountain peak was covered in snow,Ftq yagzfmuz bqmw ime oahqdqp uz ezai,caesar
The mountain peak was covered in snow,HVI YFODHBWD UIBR NBQ PFEIXIG WD QDFN,substitution
The mountain peak was covered in snow,wons ni derevoc saw kaep niatnuom ehT,transposition
The mountain peak was covered in snow,LLG DSNFXCZR IWEM NEL USXVVXV MP JRHO,vigenere
The mountain peak was covered in snow,GSV NLFMGZRM KVZP DZH XLEVIVW RM HMLD,atbash
The mountain peak was covered in snow,ZRC QAEVZIWV FCIG OIU SAJCPCX WV UVAO,affine
The mountain peak was covered in snow,VFKNEZMUBHPQYDEOCPLCUYDKBGPMSEBW,playfair
The mountain peak was covered in snow,Tmt ksvd wh onanpa a oee nsoeuiewcrin,rail_fence
The mountain peak was covered in snow,10011 00111 00100 01100 01110 10100 01101 10011 00000 01000 01101 01111 00100 00000 01010 10110 00000 10010 00010 01110 10101 00100 10001 00100 00011 01000 01101 10010 01101 01110 10110,bacon
"The storm passed, leaving clear skies behind","Iwt hidgb ephhts, atpkxcv ratpg hzxth qtwxcs",caesar
"The storm passed, leaving clear skies behind","KFB MKTHV XOMMBN, EBOGRAU DEBOH MPRBM WBFRAN",substitution
"The storm passed, leaving clear skies behind","dniheb seiks raelc gnivael ,dessap mrots ehT",transposition
"The storm passed, leaving clear skies behind","VVH WVCUQ ROVWGR, OICJLRI QOICF VOKSV FGVLRF",vigenere
"The storm passed, leaving clear skies behind","GSV HGLIN KZHHVW, OVZERMT XOVZI HPRVH YVSRMW",atbash
"The storm passed, leaving clear skies behind","ZRC UZAPQ FIUUCX, LCIJWVM SLCIP UGWCU NCRWVX",affine
"The storm passed, leaving clear skies behind",VFONZKFTVHQZDGGOHYGQLDGOBDMOGWQCYGGQBU,playfair
"The storm passed, leaving clear skies behind","Tsms,agesshh tr asd evn la ke eideopelicribn",rail_fence
"The storm passed, leaving clear skies behind",10011 00111 00100 10010 10011 01110 10001 01100 01111 00000 10010 10010 00100 00011 01011 00100 00000 10101 01000 01101 00110 00010 01011 00100 00000 10001 10010 01010 01000 00100 10010 00001 00100 00111 01000 01101 00011,bacon
She looked out the window at the setting sun,Qfc jmmicb msr rfc uglbmu yr rfc qcrrgle qsl,caesar
She looked out the window at the setting sun,ZBI JGGRIU GLS SBI ACEUGA TS SBI ZISSCED ZLE,substitution
She looked out the window at the setting sun,nus gnittes eht ta wodniw eht tuo dekool ehS,transposition
She looked out the window at the setting sun,CLC VSMUIB YYR DLC GMLNSU KX RRI QOXRSRE CYL,vigenere
She looked out the window at the setting sun,HSV OLLPVW LFG GSV DRMWLD ZG GSV HVGGRMT HFM,atbash
She looked out the window at the setting sun,URC LAAGCX AEZ ZRC OWVXAO IZ ZRC UCZZWVM UEV,affine
She looked out the window at the setting sun,PLOGWZEYCEVUVFYOGQCEYBUZGYNOUZGQLNEU,playfair
She looked out the window at the setting sun,Sleuhiw  t h okdottewno ttestigsneo   dahenu,rail_fence
She looked out the window at the setting sun,10010 00111 00100 01011 01110 01110 01010 00100 00011 01110 10100 10011 10011 00111 00100 10110 01000 01101 00011 01110 10110 00000 10011 10011 00111 00100 10010 00100 10011 10011 01000 01101 00110 10010 10100 01101,bacon
The scent of fresh flowers filled the air,Jxu isudj ev vhuix vbemuhi vybbut jxu qyh,caesar
The scent of fresh flowers filled the air,QLX YEXUQ ST TKXYL TOSZXKY TAOOXC QLX MAK,substitution
The scent of fresh flowers filled the air,ria eht dellif srewolf hserf fo tnecs ehT,transposition
The scent of fresh flowers filled the air,DLC CGCXX MP JPOWF PPMGIPC JGVPCN XFO EGB,vigenere
The scent of fresh flowers filled the air,GSV HXVMG LU UIVHS UOLDVIH UROOVW GSV ZRI,atbash
The scent of fresh flowers filled the air,ZRC USCVZ AH HPCUR HLAOCPU HWLLCX ZRC IWP,affine
The scent of fresh flowers filled the air,VFONDOMUKLMFONIGSCOYCMGLIZDGVFYDFB,playfair
The scent of fresh flowers filled the air,Tst slriderh cn ffehfoesfle h ieeor w lta,rail_fence
The scent of fresh flowers filled the air,10011 00111 00100 10010 00010 00100 01101 10011 01110 00101 00101 10001 00100 10010 00111 00101 01011 01110 10110 00100 10001 10010 00101 01000 01011 01011 00100 00011 10011 00111 00100 00000 01000 10001,bacon
"The fire was warm, crackling in the hearth","Ymj knwj bfx bfwr, hwfhpqnsl ns ymj mjfwym",caesar
"The fire was warm, crackling in the hearth","ISY LAMY BPE BPMW, HMPHGDAQU AQ ISY SYPMIS",substitution
"The fire was warm, crackling in the hearth","htraeh eht ni gnilkcarc ,mraw saw erif ehT",transposition
"The fire was warm, crackling in the hearth","VVH JKFH ACG ZETA, FVCQNPKBJ MP HKI JSDVVV",vigenere
"The fire was warm, crackling in the hearth","GSV URIV DZH DZIN, XIZXPORMT RM GSV SVZIGS",atbash
"The fire was warm, crackling in the hearth","ZRC HWPC OIU OIPQ, SPISGLWVM WV ZRC RCIPZR",affine
"The fire was warm, crackling in the hearth",VFKGFBYOCPYBFTRDBROFGQHLMUGYGYBDVF,playfair
"The fire was warm, crackling in the hearth","Tf  mrl thth iewswr,cakigi h erheraa cnnea",rail_fence
"The fire was warm, crackling in the hearth",10011 00111 00100 00101 01000 10001 00100 10110 00000 10010 10110 00000 10001 01100 00010 10001 00000 00010 01010 01011 01000 01101 00110 01000 01101 10011 00111 00100 00111 00100 00000 10001 10011 00111,bacon
He brushed the dirt from his shoes,Yv siljyvu kyv uzik wifd yzj jyfvj,caesar
He brushed the dirt from his shoes,TI KMARTIG DTI GHMD WMVB THR RTVIR,substitution
He brushed the dirt from his shoes,seohs sih morf trid eht dehsurb eH,transposition
He brushed the dirt from his shoes,ZI DIYLZIF KLX VMTK JKGQ JZW LZSGJ,vigenere
He brushed the dirt from his shoes,SV YIFHSVW GSV WRIG UILN SRH HSLVH,atbash
He brushed the dirt from his shoes,RC NPEURCX ZRC XWPZ HPAQ RWU URACU,affine
He brushed the dirt from his shoes,GYCDZNGYRUGYBGFKMFKSILQZLYON,playfair
He brushed the dirt from his shoes,Hrehif  eebuhdtedr rmhssos s  toih,rail_fence
He brushed the dirt from his shoes,00111 00100 00001 10001 10100 10010 00111 00100 00011 10011 00111 00100 00011 01000 10001 10011 00101 10001 01110 01100 00111 01000 10010 10010 00111 01110 00100 10010,bacon
The waves crashed against the rocks,Xli aeziw gvewlih ekemrwx xli vsgow,caesar
The waves crashed against the rocks,PHB MYQBZ XDYZHBO YUYSTZP PHB DWXEZ,substitution
The waves crashed against the rocks,skcor eht tsniaga dehsarc sevaw ehT,transposition
The waves crashed against the rocks,DLC GETOW ABEQRIB KKYSRQD XFO VMMOQ,vigenere
The waves crashed against the rocks,GSV DZEVH XIZHSVW ZTZRMHG GSV ILXPH,atbash
The waves crashed against the rocks,ZRC OIJCU SPIURCX IMIWVUZ ZRC PASGU,affine
The waves crashed against the rocks,VFYOHYONRDCPGYABHDGQMZVFKDCLOM,playfair
The waves crashed against the rocks,Twsadatech ae rse gis h okevchantrs,rail_fence
The waves crashed against the rocks,10011 00111 00100 10110 00000 10101 00100 10010 00010 10001 00000 10010 00111 00100 00011 00000 00110 00000 01000 01101 10010 10011 10011 00111 00100 10001 01110 00010 01010 10010,bacon
Her smile was bright enough to light up the room,Ifs tnjmf xbt csjhiu fopvhi up mjhiu vq uif sppn,caesar
Her smile was bright enough to light up the room,GRT JACER FLJ XTCHGV RKNUHG VN ECHGV UM VGR TNNA,substitution
Her smile was bright enough to light up the room,moor eht pu thgil ot hguone thgirb saw elims reH,transposition
Her smile was bright enough to light up the room,RIP CQGVI UKW ZBMERX CXSSQL RY PGQLR ET RRI PYSK,vigenere
Her smile was bright enough to light up the room,SVI HNROV DZH YIRTSG VMLFTS GL ORTSG FK GSV ILLN,atbash
Her smile was bright enough to light up the room,RCP UQWLC OIU NPWMRZ CVAEMR ZA LWMRZ EF ZRC PAAQ,affine
Her smile was bright enough to light up the room,GYCMQFGOYBQCBFHIUKSEENFVCSLHFVVNVFKDWZQT,playfair
Her smile was bright enough to light up the room,Hsesi uti tre ml a rgteog olgtu h omriwbhnh hpeo,rail_fence
Her smile was bright enough to light up the room,00111 00100 10001 10010 01100 01000 01011 00100 10110 00000 10010 00001 10001 01000 00110 00111 10011 00100 01101 01110 10100 00110 00111 10011 01110 01011 01000 00110 00111 10011 10100 01111 10011 00111 00100 10001 01110 01110 01100,bacon
The street was lined with old houses,Bpm abzmmb eia tqvml eqbp wtl pwcama,caesar
The street was lined with old houses,XDM OXSMMX EQO LHGMU EHXD ZLU DZBOMO,substitution
The street was lined with old houses,sesuoh dlo htiw denil saw teerts ehT,transposition
The street was lined with old houses,DLC CXPOIR GEQ VMLOH USXF YPB RSSCIQ,vigenere
The street was lined with old houses,GSV HGIVVG DZH ORMVW DRGS LOW SLFHVH,atbash
The street was lined with old houses,ZRC UZPCCZ OIU LWVCX OWZR ALX RAEUCU,affine
The street was lined with old houses,VFONKFWUXKCPFLUDBEFXLYGCLYZNON,playfair
The street was lined with old houses,Tseai hduh tetwslndwt l osser  eiohe,rail_fence
The street was lined with old houses,10011 00111 00100 10010 10011 10001 00100 00100 10011 10110 00000 10010 01011 01000 01101 00100 00011 10110 01000 10011 00111 01110 01011 00011 00111 01110 10100 10010 00100 10010,bacon
The stars shone brightly in the night sky,Sgd rszqr rgnmd aqhfgskx hm sgd mhfgs rjx,caesar
The stars shone brightly in the night sky,CFE NCQVN NFXHE ZVOPFCKY OH CFE HOPFC NAY,substitution
The stars shone brightly in the night sky,yks thgin eht ni ylthgirb enohs srats ehT,transposition
The stars shone brightly in the night sky,LLG JXTJW UYSGW FTZKALPA ZR MZI PZKAL WMP,vigenere
The stars shone brightly in the night sky,GSV HGZIH HSLMV YIRTSGOB RM GSV MRTSG HPB,atbash
The stars shone brightly in the night sky,ZRC UZIPU URAVC NPWMRZLY WV ZRC VWMRZ UGY,affine
The stars shone brightly in the night sky,VFONVRCMPLESWDBFHIZFWHMUGYQGHIZMEW,playfair
The stars shone brightly in the night sky,Tssobh tntyh tr hn rgtyi h ih keaseilnegs,rail_fence
The stars shone brightly in the night sky,10011 00111 00100 10010 10011 00000 10001 10010 10010 00111 01110 01101 00100 00001 10001 01000 00110 00111 10011 01011 11000 01000 01101 10011 00111 00100 01101 01000 00110 00111 10011 10010 01010 11000,bacon
"She ran through the field, barefoot and free","Jyv ire kyiflxy kyv wzvcu, srivwffk reu wivv",caesar
"She ran through the field, barefoot and free","JPM GLD HPGRZOP HPM FUMTK, ELGMFRRH LDK FGMM",substitution
"She ran through the field, barefoot and free","eerf dna tooferab ,dleif eht hguorht nar ehS",transposition
"She ran through the field, barefoot and free","CLC BEL DLPYYER XFO JGOPB, LEPOJMYX YXH DBIC",vigenere
"She ran through the field, barefoot and free","HSV IZM GSILFTS GSV URVOW, YZIVULLG ZMW UIVV",atbash
"She ran through the field, barefoot and free","URC PIV ZRPAEMR ZRC HWCLX, NIPCHAAZ IVX HPCC",affine
"She ran through the field, barefoot and free",PLKDDPVFCKENFVGYGLOGACBDKGWZVRUGMFWU,playfair
"She ran through the field, barefoot and free","Srtutfdaoafh a hog h il,brfo n reenrhee etde",rail_fence
"She ran through the field, barefoot and free",10010 00111 00100 10001 00000 01101 10011 00111 10001 01110 10100 00110 00111 10011 00111 00100 00101 01000 00100 01011 00011 00001 00000 10001 00100 00101 01110 01110 10011 00000 01101 00011 00101 10001 00100 00100,bacon
The fireflies flickered in the evening dusk,Esp qtcpqwtpd qwtnvpcpo ty esp pgpytyr ofdv,caesar
The fireflies flickered in the evening dusk,WAY LISYLVIYK LVICRYSYF IX WAY YNYXIXE FUKR,substitution
The fireflies flickered in the evening dusk,ksud gnineve eht ni derekcilf seilferif ehT,transposition
The fireflies flickered in the evening dusk,DLC PMPOJJSIQ PPGMOCBIB SR RRI CFILSRE NYQU,vigenere
The fireflies flickered in the evening dusk,GSV URIVUORVH UORXPVIVW RM GSV VEVMRMT WFHP,atbash
The fireflies flickered in the evening dusk,ZRC HWPCHLWCU HLWSGCPCX WV ZRC CJCVWVM XEUG,affine
The fireflies flickered in the evening dusk,VFKGFBKGFLONGFLBEYDKBGMUGYYUDUGQNGZNWT,playfair
The fireflies flickered in the evening dusk,Tffsirihvnuh iele lcee nteeeigdserifkd  n k,rail_fence
The fireflies flickered in the evening dusk,10011 00111 00100 00101 01000 10001 00100 00101 01011 01000 00100 10010 00101 01011 01000 00010 01010 00100 10001 00100 00011 01000 01101 10011 00111 00100 00100 10101 00100 01101 01000 01101 00110 00011 10100 10010 01010,bacon
The path was covered in fallen leaves,Vjg rcvj ycu eqxgtgf kp hcnngp ngcxgu,caesar
The path was covered in fallen leaves,JHV WCJH ICG AZYVKVE QB LCPPVB PVCYVG,substitution
The path was covered in fallen leaves,sevael nellaf ni derevoc saw htap ehT,transposition
The path was covered in fallen leaves,LLG GEMZ ACJ GHNITVH BF JCCPXF PGRZXK,vigenere
The path was covered in fallen leaves,GSV KZGS DZH XLEVIVW RM UZOOVM OVZEVH,atbash
The path was covered in fallen leaves,ZRC FIZR OIU SAJCPCX WV HILLCV LCIJCU,affine
The path was covered in fallen leaves,VFYNRVIYCPLCUYDKBGMGCHGOSGYDUYQZ,playfair
The path was covered in fallen leaves,Tp  e feesh ahwscvrdi alnlaeetaoenl v,rail_fence
The path was covered in fallen leaves,10011 00111 00100 01111 00000 10011 00111 10110 00000 10010 00010 01110 10101 00100 10001 00100 00011 01000 01101 00101 00000 01011 01011 00100 01101 01011 00100 00000 10101 00100 10010,bacon
